70BCSV 	
// AQ6370B OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-24.4
"LSCL", 7.0
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      1
"SMPL",      25001
"SMPLINTVL",0.0040
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESPARM", 9485
"FREQPARM", 9485






"[TRACE DATA]"
1500.0000,-210.000
1500.0040,-210.000
1500.0080, -84.948
1500.0120, -78.400
1500.0160,-210.000
1500.0200, -81.716
1500.0240, -87.545
1500.0280, -89.545
1500.0320, -99.034
1500.0360, -86.141
1500.0400, -87.648
1500.0440, -80.260
1500.0480,-210.000
1500.0520,-210.000
1500.0560, -82.838
1500.0600,-210.000
1500.0640, -85.705
1500.0680, -93.221
1500.0720,-102.305
1500.0760,-210.000
1500.0800, -80.370
1500.0840,-210.000
1500.0880, -83.772
1500.0920, -82.651
1500.0960,-210.000
1500.1000,-210.000
1500.1040, -79.263
1500.1080, -81.861
1500.1120, -80.417
1500.1160,-210.000
1500.1200, -84.228
1500.1240, -95.385
1500.1280, -85.159
1500.1320, -82.219
1500.1360, -82.509
1500.1400, -89.503
1500.1440, -87.072
1500.1480, -83.142
1500.1520, -88.709
1500.1560,-210.000
1500.1600,-210.000
1500.1640, -79.889
1500.1680, -78.235
1500.1720, -90.282
1500.1760,-210.000
1500.1800, -82.691
1500.1840,-210.000
1500.1880, -83.514
1500.1920, -81.730
1500.1960, -87.092
1500.2000,-210.000
1500.2040,-210.000
1500.2080, -84.880
1500.2120, -87.252
1500.2160, -80.188
1500.2200,-210.000
1500.2240, -81.456
1500.2280,-210.000
1500.2320, -82.596
1500.2360,-210.000
1500.2400,-210.000
1500.2440, -82.423
1500.2480, -82.835
1500.2520,-210.000
1500.2560, -86.061
1500.2600, -89.488
1500.2640,-210.000
1500.2680,-210.000
1500.2720, -86.290
1500.2760, -80.939
1500.2800, -81.256
1500.2840,-210.000
1500.2880,-103.456
1500.2920,-210.000
1500.2960,-210.000
1500.3000, -88.008
1500.3040, -81.445
1500.3080, -83.045
1500.3120, -87.548
1500.3160, -84.174
1500.3200,-210.000
1500.3240, -80.019
1500.3280, -83.809
1500.3320, -85.664
1500.3360, -82.212
1500.3400,-210.000
1500.3440,-210.000
1500.3480,-210.000
1500.3520, -86.898
1500.3560, -80.723
1500.3600,-210.000
1500.3640,-210.000
1500.3680, -83.043
1500.3720,-210.000
1500.3760, -85.121
1500.3800, -83.493
1500.3840, -84.638
1500.3880, -81.750
1500.3920, -82.933
1500.3960,-210.000
1500.4000,-210.000
1500.4040, -87.774
1500.4080, -85.910
1500.4120,-210.000
1500.4160, -86.066
1500.4200, -79.842
1500.4240,-110.530
1500.4280,-210.000
1500.4320, -81.008
1500.4360, -84.310
1500.4400,-210.000
1500.4440, -83.614
1500.4480, -86.632
1500.4520, -88.619
1500.4560, -82.510
1500.4600, -87.231
1500.4640,-210.000
1500.4680, -92.796
1500.4720, -85.205
1500.4760, -80.564
1500.4800, -97.695
1500.4840, -92.839
1500.4880, -83.085
1500.4920, -83.232
1500.4960,-210.000
1500.5000, -90.356
1500.5040,-210.000
1500.5080,-210.000
1500.5120, -81.461
1500.5160,-210.000
1500.5200, -88.274
1500.5240,-210.000
1500.5280, -83.314
1500.5320, -85.068
1500.5360,-210.000
1500.5400, -82.385
1500.5440, -86.054
1500.5480, -80.957
1500.5520, -94.217
1500.5560, -81.446
1500.5600, -91.590
1500.5640, -82.693
1500.5680, -81.299
1500.5720,-102.663
1500.5760,-210.000
1500.5800, -88.828
1500.5840, -83.487
1500.5880, -99.336
1500.5920,-210.000
1500.5960, -88.881
1500.6000, -85.539
1500.6040, -82.943
1500.6080, -84.428
1500.6120, -84.834
1500.6160, -81.210
1500.6200, -81.613
1500.6240, -87.573
1500.6280, -84.447
1500.6320, -86.645
1500.6360,-210.000
1500.6400, -88.532
1500.6440, -90.149
1500.6480,-210.000
1500.6520, -81.233
1500.6560, -90.472
1500.6600,-210.000
1500.6640,-210.000
1500.6680, -84.600
1500.6720, -81.854
1500.6760, -84.194
1500.6800, -80.566
1500.6840, -84.308
1500.6880, -83.744
1500.6920, -89.602
1500.6960,-210.000
1500.7000, -81.402
1500.7040, -86.799
1500.7080, -84.239
1500.7120,-210.000
1500.7160,-210.000
1500.7200, -90.350
1500.7240, -86.476
1500.7280, -82.642
1500.7320, -84.857
1500.7360, -85.776
1500.7400, -85.761
1500.7440, -85.242
1500.7480, -82.466
1500.7520, -86.608
1500.7560,-210.000
1500.7600, -86.988
1500.7640, -86.212
1500.7680, -88.875
1500.7720,-210.000
1500.7760, -84.017
1500.7800, -87.167
1500.7840, -83.335
1500.7880, -85.415
1500.7920, -79.389
1500.7960,-210.000
1500.8000, -83.006
1500.8040, -93.374
1500.8080, -82.371
1500.8120, -88.830
1500.8160,-210.000
1500.8200, -86.557
1500.8240, -80.796
1500.8280, -81.857
1500.8320, -90.936
1500.8360, -81.685
1500.8400,-210.000
1500.8440, -82.754
1500.8480, -89.300
1500.8520, -83.173
1500.8560, -84.719
1500.8600,-210.000
1500.8640, -86.639
1500.8680,-210.000
1500.8720, -81.982
1500.8760,-210.000
1500.8800,-210.000
1500.8840,-210.000
1500.8880,-210.000
1500.8920, -87.581
1500.8960, -91.859
1500.9000, -83.448
1500.9040,-210.000
1500.9080,-210.000
1500.9120,-210.000
1500.9160, -81.565
1500.9200, -83.847
1500.9240,-119.022
1500.9280, -85.807
1500.9320, -85.631
1500.9360,-210.000
1500.9400, -81.333
1500.9440, -80.718
1500.9480,-210.000
1500.9520, -86.957
1500.9560,-210.000
1500.9600, -85.962
1500.9640, -86.290
1500.9680, -90.105
1500.9720,-210.000
1500.9760, -83.593
1500.9800, -91.092
1500.9840,-210.000
1500.9880, -78.642
1500.9920,-210.000
1500.9960, -83.852
1501.0000, -84.726
1501.0040, -80.449
1501.0080, -82.032
1501.0120, -89.126
1501.0160, -86.534
1501.0200, -85.323
1501.0240, -85.895
1501.0280, -82.338
1501.0320, -83.157
1501.0360, -82.815
1501.0400, -86.033
1501.0440, -87.168
1501.0480, -82.432
1501.0520, -87.547
1501.0560, -84.818
1501.0600,-210.000
1501.0640, -82.996
1501.0680, -84.788
1501.0720, -89.254
1501.0760, -80.350
1501.0800, -83.581
1501.0840, -91.825
1501.0880,-210.000
1501.0920,-210.000
1501.0960, -82.355
1501.1000, -86.484
1501.1040,-210.000
1501.1080, -85.754
1501.1120, -84.884
1501.1160,-210.000
1501.1200, -87.912
1501.1240, -85.149
1501.1280, -89.605
1501.1320, -91.096
1501.1360, -80.933
1501.1400,-210.000
1501.1440, -84.391
1501.1480, -86.576
1501.1520, -92.214
1501.1560, -82.220
1501.1600, -92.114
1501.1640, -81.544
1501.1680,-210.000
1501.1720,-210.000
1501.1760, -83.350
1501.1800, -94.478
1501.1840, -80.206
1501.1880, -88.154
1501.1920, -84.092
1501.1960, -88.800
1501.2000, -82.740
1501.2040, -82.260
1501.2080, -83.465
1501.2120, -84.822
1501.2160, -84.440
1501.2200, -87.064
1501.2240, -84.680
1501.2280, -80.494
1501.2320, -82.970
1501.2360,-210.000
1501.2400, -88.109
1501.2440, -85.155
1501.2480, -88.715
1501.2520,-210.000
1501.2560, -81.065
1501.2600,-210.000
1501.2640, -89.429
1501.2680, -94.870
1501.2720, -85.695
1501.2760, -82.387
1501.2800, -82.643
1501.2840, -87.767
1501.2880, -80.799
1501.2920, -84.253
1501.2960,-210.000
1501.3000, -83.288
1501.3040,-210.000
1501.3080, -86.633
1501.3120,-210.000
1501.3160, -82.612
1501.3200, -79.844
1501.3240, -89.519
1501.3280,-210.000
1501.3320, -87.113
1501.3360,-210.000
1501.3400, -82.330
1501.3440,-210.000
1501.3480, -84.435
1501.3520, -81.625
1501.3560, -82.444
1501.3600, -89.022
1501.3640, -82.557
1501.3680, -90.432
1501.3720, -83.289
1501.3760,-210.000
1501.3800, -83.809
1501.3840,-210.000
1501.3880, -85.190
1501.3920, -81.956
1501.3960, -84.202
1501.4000, -85.869
1501.4040,-210.000
1501.4080, -84.920
1501.4120, -83.723
1501.4160, -84.590
1501.4200, -91.260
1501.4240, -83.300
1501.4280, -82.338
1501.4320, -85.388
1501.4360,-210.000
1501.4400,-210.000
1501.4440, -84.929
1501.4480, -81.750
1501.4520, -81.592
1501.4560,-210.000
1501.4600, -80.240
1501.4640, -84.115
1501.4680, -83.669
1501.4720,-210.000
1501.4760, -80.397
1501.4800, -84.634
1501.4840, -84.350
1501.4880, -87.083
1501.4920, -80.985
1501.4960,-210.000
1501.5000, -89.875
1501.5040, -88.063
1501.5080, -86.750
1501.5120, -87.040
1501.5160, -85.439
1501.5200, -88.543
1501.5240, -81.926
1501.5280, -85.326
1501.5320,-210.000
1501.5360, -81.777
1501.5400, -88.560
1501.5440, -82.294
1501.5480, -89.800
1501.5520, -84.524
1501.5560, -82.721
1501.5600,-210.000
1501.5640, -81.229
1501.5680, -82.242
1501.5720, -90.614
1501.5760, -84.881
1501.5800,-210.000
1501.5840, -82.854
1501.5880, -84.272
1501.5920, -90.029
1501.5960, -83.704
1501.6000, -84.031
1501.6040, -80.777
1501.6080,-210.000
1501.6120, -87.842
1501.6160, -88.196
1501.6200, -84.843
1501.6240, -91.329
1501.6280,-210.000
1501.6320, -83.558
1501.6360, -86.255
1501.6400, -81.714
1501.6440, -91.385
1501.6480,-210.000
1501.6520, -78.982
1501.6560,-210.000
1501.6600, -83.871
1501.6640, -94.191
1501.6680,-210.000
1501.6720, -82.452
1501.6760, -83.627
1501.6800, -86.775
1501.6840, -80.749
1501.6880, -82.293
1501.6920, -88.149
1501.6960, -89.480
1501.7000, -88.101
1501.7040,-210.000
1501.7080, -81.170
1501.7120,-210.000
1501.7160, -81.845
1501.7200, -80.014
1501.7240, -83.159
1501.7280,-210.000
1501.7320, -84.117
1501.7360, -85.877
1501.7400, -88.015
1501.7440, -81.705
1501.7480,-210.000
1501.7520, -85.075
1501.7560, -82.320
1501.7600, -83.246
1501.7640, -83.405
1501.7680,-210.000
1501.7720, -84.914
1501.7760, -82.395
1501.7800, -83.912
1501.7840,-210.000
1501.7880, -80.702
1501.7920,-210.000
1501.7960, -84.028
1501.8000, -82.363
1501.8040,-210.000
1501.8080, -85.383
1501.8120,-210.000
1501.8160, -81.379
1501.8200, -81.052
1501.8240,-210.000
1501.8280, -81.518
1501.8320, -89.888
1501.8360, -81.002
1501.8400,-210.000
1501.8440, -83.441
1501.8480,-210.000
1501.8520, -79.775
1501.8560, -84.742
1501.8600, -83.191
1501.8640, -82.109
1501.8680,-210.000
1501.8720, -86.118
1501.8760,-210.000
1501.8800, -83.273
1501.8840, -81.924
1501.8880, -85.734
1501.8920, -81.095
1501.8960, -87.382
1501.9000, -80.650
1501.9040, -87.497
1501.9080,-210.000
1501.9120, -80.175
1501.9160, -84.763
1501.9200,-210.000
1501.9240, -81.600
1501.9280,-210.000
1501.9320,-210.000
1501.9360, -80.689
1501.9400,-210.000
1501.9440, -80.989
1501.9480, -78.981
1501.9520, -85.839
1501.9560, -87.781
1501.9600,-210.000
1501.9640, -87.939
1501.9680, -98.269
